k,knn_time, kdtree_time
171,4,1
172,4,0
173,4,0
174,4,0
175,4,0
176,4,1
177,4,0
178,4,0
179,4,0
180,4,1
181,4,0
182,4,1
183,4,1
184,4,1
185,4,0
186,4,1
187,4,1
188,4,1
189,4,0
190,4,0
191,4,1
192,4,1
193,4,1
194,4,2
195,4,1
196,4,1
197,4,2
198,4,0
199,4,1
200,4,1
201,4,1
202,4,1
203,4,1
204,4,1
205,4,1
206,4,1
207,4,0
208,4,1
209,4,1
210,4,0
211,4,1
212,4,1
213,4,1
214,4,2
215,4,1
216,4,1
217,4,1
218,4,1
219,4,1
220,4,1
221,4,1
222,4,1
223,4,2
224,4,1
225,4,1
226,4,1
227,4,2
228,4,1
229,4,1
230,4,2
231,4,1
232,4,1
233,4,1
234,4,2
235,4,1
236,4,3
237,4,3
238,4,2
239,4,2
240,4,1
241,4,1
242,4,2
243,4,1
244,4,2
245,4,2
246,4,1
247,4,1
248,4,2
249,4,2
250,4,2
251,4,1
252,4,1
253,4,2
254,4,2
255,4,2
256,4,1
257,4,1
258,4,3
259,4,2
260,4,1
261,4,2
262,4,2
263,4,2
264,4,2
265,4,2
266,4,2
267,4,1
268,4,2
269,4,3
270,4,2
271,4,2
272,4,3
273,4,1
274,4,1
275,4,3
276,4,1
277,4,2
278,4,1
279,4,2
280,4,3
281,4,2
282,4,2
283,4,2
284,4,4
285,4,3
286,4,2
287,4,1
288,4,2
289,4,4
290,4,2
291,4,3
292,4,1
293,4,3
294,4,2
295,4,1
296,4,2
297,4,2
298,4,4
299,4,1
300,4,2
301,4,3
302,4,2
303,4,2
304,4,1
305,4,2
306,4,2
307,4,2
308,4,4
309,4,3
310,4,4
311,4,3
312,4,2
313,4,2
314,4,3
315,4,4
316,4,3
317,4,4
318,4,4
319,4,3
320,4,2
321,4,3
322,4,3
323,4,1
324,4,1
325,4,2
326,4,3
327,4,2
328,4,2
329,4,2
330,4,2
331,4,2
332,4,5
333,4,3
334,4,4
335,4,4
336,4,5
337,4,3
338,4,3
339,4,2
340,4,4
341,4,4
342,4,4
343,4,4
344,4,4
345,4,2
346,4,3
347,4,5
348,4,4
349,4,3
350,4,2
351,4,2
352,4,3
353,4,3
354,4,3
355,4,2
356,4,3
357,4,5
358,4,2
359,4,3
360,4,4
361,4,2
362,4,4
363,4,3
364,4,3
365,4,7
366,4,3
367,4,2
368,4,3
369,4,3
370,4,4
371,4,2
372,4,4
373,4,3
374,4,4
375,4,3
376,4,6
377,4,4
378,4,6
379,4,3
380,4,4
381,4,3
382,4,4
383,4,6
384,4,5
385,4,3
386,4,3
387,4,3
388,4,4
389,4,3
390,4,3
391,4,3
392,4,4
393,4,5
394,4,5
395,4,4
396,4,5
397,4,7
398,4,3
399,4,6
400,4,5
401,4,3
402,4,5
403,4,5
404,4,6
405,4,7
406,4,4
407,4,5
408,4,4
409,4,6
410,4,5
411,4,5
412,4,7
413,4,5
414,4,3
415,4,5
416,4,4
417,4,6
418,4,5
419,4,5
420,4,4
421,4,4
422,4,5
423,4,5
424,4,4
425,4,5
426,4,4
427,4,4
428,4,5
429,4,3
430,4,8
431,4,5
432,4,7
433,4,4
434,4,4
435,4,6
436,4,7
437,4,5
438,4,6
439,4,4
440,4,3
441,4,3
442,4,5
443,4,5
444,4,7
445,4,8
446,4,5
447,4,5
448,4,5
449,4,4
450,4,7
451,4,6
452,4,5
453,4,4
454,4,5
455,4,6
456,4,8
457,4,6
458,4,6
459,4,6
460,4,3
461,4,3
462,4,8
463,4,7
464,4,5
465,4,8
466,4,5
467,4,6
468,4,4
469,4,7
470,4,8
471,4,7
472,4,9
473,4,5
474,4,5
475,4,5
476,4,6
477,4,4
478,4,8
479,4,5
480,4,4
481,4,8
482,4,7
483,4,6
484,4,6
485,4,5
486,4,7
487,4,4
488,4,5
489,4,6
490,4,4
491,4,8
492,4,4
493,4,3
494,4,5
495,4,8
496,4,9
497,4,4
498,4,5
499,4,10
500,4,9
501,4,6
502,4,10
503,4,8
504,4,6
505,4,8
506,4,5
507,4,7
508,4,5
509,4,5
510,4,7
511,4,6
512,4,8
513,4,4
514,4,10
515,4,6
516,4,8
517,4,9
518,4,7
519,4,7
520,4,7
521,4,6
522,4,4
523,4,5
524,4,4
525,4,5
526,4,8
527,4,5
528,4,6
529,4,7
530,4,5
531,4,11
532,4,5
533,4,9
534,4,10
535,4,11
536,4,6
537,4,6
538,4,7
539,4,5
540,4,8
541,4,8
542,4,10
543,4,6
544,4,6
545,4,9
546,4,8
547,4,7
548,4,6
549,4,11
550,4,5
551,4,5
552,4,5
553,4,10
554,4,7
555,4,11
556,4,7
557,4,8
558,4,10
559,4,8
560,4,13
561,4,6
562,4,9
563,4,6
564,4,10
565,4,6
566,4,5
567,4,4
568,4,10
569,4,8
570,4,6
571,4,6
572,4,9
573,4,8
574,4,10
575,4,5
576,4,5
577,4,9
578,4,10
579,4,6
580,4,11
581,4,5
582,4,7
583,4,9
584,4,7
585,4,11
586,4,6
587,4,10
588,4,4
589,4,6
590,4,8
591,4,11
592,4,6
593,4,5
594,4,7
595,4,15
596,4,16
597,4,4
598,4,7
599,4,9
600,4,4
601,4,5
602,4,9
603,4,13
604,4,6
605,4,9
606,4,5
607,4,10
608,4,7
609,4,7
610,4,6
611,4,11
612,4,6
613,4,8
614,4,8
615,4,6
616,4,9
617,4,6
618,4,8
619,4,10
620,4,6
621,4,8
622,4,12
623,4,8
624,4,15
625,4,9
626,4,13
627,4,9
628,4,10
629,4,6
630,4,7
631,4,6
632,4,9
633,4,9
634,4,6
635,4,12
636,4,11
637,4,14
638,4,11
639,4,5
640,4,6
641,4,11
642,4,12
643,4,11
644,4,6
645,4,12
646,4,9
647,4,9
648,4,12
649,4,16
650,4,10
651,4,9
652,4,7
653,4,11
654,4,9
655,4,10
656,4,10
657,4,16
658,4,11
659,4,7
660,4,8
661,4,9
662,4,10
663,4,8
664,4,16
665,4,12
666,4,9
667,4,8
668,4,13
669,4,7
670,4,13
671,4,10
672,4,9
673,4,8
674,4,10
675,4,9
676,4,11
677,4,14
678,4,8
679,4,7
680,4,7
681,4,6
682,4,8
683,4,17
684,4,8
685,4,16
686,4,7
687,4,9
688,4,8
689,4,8
690,4,9
691,4,7
692,4,7
693,4,11
694,4,7
695,4,10
696,4,10
697,4,13
698,4,16
699,4,12
700,4,11
701,4,9
702,4,10
703,4,5
704,4,16
705,4,8
706,4,17
707,4,6
708,4,8
709,4,8
710,4,8
711,4,7
712,4,20
713,4,14
714,4,20
715,4,15
716,4,11
717,4,13
718,4,8
719,4,9
720,4,14
721,4,9
722,4,23
723,4,16
724,4,16
725,4,11
726,4,14
727,4,10
728,4,9
729,4,7
730,4,7
731,4,15
732,4,12
733,4,11
734,4,12
735,4,8
736,4,11
737,4,16
738,4,7
739,4,9
740,4,10
741,4,14
742,4,8
743,4,16
744,4,11
745,4,12
746,4,9
747,4,9
748,4,7
749,4,14
750,4,13
751,4,9
752,4,15
753,4,11
754,4,15
755,4,12
756,4,10
757,4,7
758,4,5
759,4,9
760,4,11
761,4,11
762,4,11
763,4,10
764,4,10
765,4,7
766,4,7
767,4,16
768,4,10
769,4,16
770,4,11
771,4,10
772,4,13
773,4,22
774,4,10
775,4,13
776,4,17
777,4,12
778,4,11
779,4,18
780,4,13
781,4,9
782,4,9
783,4,18
784,4,9
785,4,10
786,4,10
787,4,15
788,4,15
789,4,11
790,4,17
791,4,10
792,4,12
793,4,10
794,4,18
795,4,14
796,4,14
797,4,8
798,4,9
799,4,11
800,4,9
801,4,14
802,4,13
803,4,8
804,4,17
805,4,22
806,4,11
807,4,14
808,4,19
809,4,14
810,4,19
811,4,20
812,4,7
813,4,13
814,4,14
815,4,9
816,4,11
817,4,7
818,4,12
819,4,15
820,4,9
821,4,22
822,4,15
823,4,18
824,4,8
825,4,16
826,4,15
827,4,19
828,4,10
829,4,10
830,4,10
831,4,14
832,4,11
833,4,14
834,4,20
835,4,13
836,4,8
837,4,11
838,4,14
839,4,10
840,4,14
841,4,20
842,4,15
843,4,20
844,4,13
845,4,12
846,4,13
847,4,12
848,4,17
849,4,16
850,4,19
851,4,9
852,4,17
853,4,19
854,4,17
855,4,12
856,4,12
857,4,20
858,4,11
859,4,14
860,4,17
861,4,16
862,4,15
863,4,17
864,4,12
865,4,24
866,4,27
867,4,8
868,4,10
869,4,17
870,4,16
871,4,17
872,4,9
873,4,13
874,4,17
875,4,18
876,4,13
877,4,12
878,4,14
879,4,16
880,4,13
881,4,12
882,4,11
883,4,18
884,4,12
885,4,19
886,4,23
887,4,23
888,4,11
889,4,13
890,4,10
891,4,14
892,4,17
893,4,20
894,4,28
895,4,12
896,4,14
897,4,22
898,4,22
899,4,20
900,4,19
901,4,26
902,4,16
903,4,15
904,4,25
905,4,11
906,4,19
907,4,13
908,4,15
909,4,21
910,4,10
911,4,21
912,4,13
913,4,11
914,4,21
915,4,18
916,4,16
917,4,19
918,4,19
919,4,10
920,4,11
921,4,20
922,4,26
923,4,14
924,4,17
925,4,22
926,4,21
927,4,27
928,4,15
929,4,13
930,4,14
931,4,13
932,4,24
933,4,18
934,4,17
935,4,14
936,4,21
937,4,14
938,4,13
939,4,15
940,4,12
941,4,14
942,4,10
943,4,21
944,4,13
945,4,16
946,4,16
947,4,27
948,4,19
949,4,19
950,4,21
951,4,14
952,4,20
953,4,15
954,4,9
955,4,22
956,4,15
957,4,24
958,4,23
959,4,23
960,4,16
961,4,22
962,4,15
963,4,14
964,4,21
965,4,27
966,4,20
967,4,21
968,4,12
969,4,12
970,4,13
971,4,16
972,4,14
973,4,19
974,4,17
975,4,28
976,4,27
977,4,12
978,4,23
979,4,19
980,4,15
981,4,22
982,4,20
983,4,24
984,4,27
985,4,22
986,4,13
987,4,20
988,4,15
989,4,15
990,4,20
991,4,31
992,4,22
993,4,29
994,4,18
995,4,12
996,4,16
997,4,23
998,4,20
999,4,19
1000,4,11
