x,y
24.5874,151.213
30.3168,159.906
33.1377,158.792
36.833,173.914
41.3957,169.422
41.9967,159.905
42.2478,157.729
43.2331,184.748
43.433,181.989
43.6845,173.356
44.1679,172.301
44.4164,170.668
44.579,182.966
45.453,172.875
46.093,180.726
46.303,171.634
46.3265,169.884
46.5066,161.939
47.0925,163.664
47.5537,154.208
48.12,161.89
48.2391,176.546
48.4098,170.977
48.7304,158.375
48.9075,168.652
50.379,157.807
50.5038,169.45
50.9631,165.99
50.9918,175.053
51.3939,185.102
51.4012,155.991
51.7794,154.239
51.8009,178.587
52.0842,180.84
52.3964,179.019
53.0571,160.578
53.5246,167.715
54.142,167.534
54.3276,161.988
54.3702,175.748
55.0822,192.079
55.2405,160.356
55.8077,157.592
56.1708,180.341
56.6613,180.28
56.879,168.533
57.5563,174.517
57.704,158.709
57.8831,163.618
57.9833,172.585
58.211,167.807
58.6017,163.851
59.0523,175.057
59.4045,191.396
59.9576,185.762
60.0855,169.584
62.3548,180.98
62.6514,170.005
62.9154,178.831
63.3789,184.048
63.908,173.283
63.9324,185.958
64.1526,177.888
64.2014,186.829
64.2114,171.02
64.3626,168.249
64.7673,192.175
65.2948,182.642
65.5259,185.09
65.5501,178.341
65.8447,192.964
66.0428,181.237
66.5592,170.749
66.5667,189.57
66.7331,190.56
66.7579,193.211
67.6697,186.921
68.1622,178.121
68.5337,176.049
70.0817,194.036
70.9865,184.029
72.3677,195.092
72.6866,183.223
72.7719,184.367
72.7895,159.334
72.7915,192.003
73.9322,164.785
74.0133,170.887
75.0504,188.694
