x,y
35.4792,238.742
37.5777,239.396
37.8619,240.711
39.6579,243.835
40.9383,253.137
43.9738,246.805
46.6136,254.682
46.7104,233.654
47.0382,256.912
48.2722,255.207
49.5513,242.825
49.5941,236.286
51.1431,244.828
52.0493,256.052
54.2534,249.042
55.0833,231.485
55.1087,245.785
55.2756,230.001
55.4298,243.146
56.1857,258.697
56.3655,251.929
57.0671,258.135
57.1725,232.995
58.6852,235.794
61.0877,259.648
61.2104,238.897
63.3255,253.074
63.5043,245.96
63.7281,249.985
64.0179,228.31
64.5808,245.568
64.6104,254.34
65.0182,238.344
65.5101,242.867
65.812,236.873
66.2492,241.773
67.0635,236.535
67.2361,257.941
67.6223,256.141
67.8755,251.366
67.8946,229.435
68.0656,254.286
69.3244,236.394
70.1104,240.034
70.2441,244.822
70.6028,241.921
70.8028,251.825
70.8627,233.461
70.9804,249.336
71.4945,232.615
72.1627,254.21
73.5833,233.682
73.8811,251.402
74.1113,261.671
75.0212,266.73
75.5968,263.974
75.7119,256.043
76.0779,259.107
