x,y
129.334,292.325
129.36,266.194
129.407,267.947
130.301,290.829
130.468,275.7
130.769,276.35
132.011,277.944
132.143,292.291
135.262,284.548
137.959,272.182
138.001,287.616
138.2,286.675
140.432,295.023
142.445,282.691
142.458,286.78
142.878,292.268
143.892,286.145
143.991,291.912
144.01,286.807
144.234,273.647
144.551,269.284
144.723,291.753
145.857,285.923
147.196,286.786
149.522,269.384
150.126,271.945
150.16,286.531
150.636,276.923
150.666,292.706
150.678,269.734
151.077,281.066
151.869,279.292
153.514,278.717
154.224,273.571
154.46,293.079
157.256,294.22
157.448,283.131
159.629,287.335
160.433,266.807
162.257,288.025
164.026,288.62
164.421,280.67
165.163,279.019
165.585,285.487
166.261,282.178
167.958,292.19
169.297,285.776
170.481,285.757
171.593,291.79
175.176,279.208
175.284,288.976
175.741,266.173
175.89,262.374
176.733,275.332
178.759,282.374
179.697,282.458
180.618,274.775
182.83,266.18
183.91,278.641
184.617,266.936
184.636,271.232
185.207,287.331
186.976,285.698
187.523,273.698
187.752,274.899
187.805,283.971
188.16,271.635
190.306,292.466
190.449,274.897
191.503,291.961
191.8,266.472
192.67,274.777
193.31,287.023
193.505,271.972
193.636,285.443
195.366,283.174
195.679,292.608
195.951,282.374
196.3,283.679
196.694,295.099
197.561,291.939
199.78,284.021
199.997,275.939
200.277,295.009
200.404,281.997
200.872,288.486
201.557,263.328
201.684,286.077
202.463,295.019
202.593,282.968
202.808,263.552
203.765,291.535
204.525,296.064
204.831,292.866
204.991,293.769
205.528,283.395
205.549,277.515
205.836,277.489
207.032,281.329
207.041,279.484
207.951,291.454
208.473,266.986
209.363,281.618
209.492,277.326
209.825,295.549
210.128,272.9
210.578,273.063
211.208,287.436
211.812,290.294
212.083,290.148
212.161,283.466
213.592,289.265
213.758,288.081
213.966,282.677
214.308,262.959
214.823,284.072
215.585,291.984
215.988,275.348
216.048,278.949
216.182,264.183
217.276,294.011
217.896,268.191
218.416,274.093
218.938,287.486
221.455,275.615
221.672,279.14
221.802,277.889
222.865,289.759
223.305,270.105
223.31,277.594
223.358,272.94
223.452,296.976
224.701,293.041
225.125,294.853
225.7,291.588
227.034,279.912
230.242,285.018
230.611,289.945
231.368,285.144
233.172,285.122
233.436,283.471
233.736,277.798
234.123,297.28
234.384,275.894
234.883,293.422
238.379,283.312
238.938,281.888
242.695,274.778
242.701,294.963
