x,y
165.554,92.9603
168.416,102.256
176.69,113.192
177.214,117.352
177.477,96.9317
177.787,104.538
178.781,104.584
182.085,97.4324
182.314,88.8814
186.001,88.3336
186.774,103.149
187.595,86.5506
187.799,76.8193
187.943,99.9635
188.13,101.75
188.232,108.216
188.668,123.816
188.835,79.5238
189.074,91.3006
190.512,84.9236
190.681,77.9732
190.796,120.748
191.374,113.867
191.606,106.928
192.222,114.371
192.355,86.2745
193.141,104.174
193.447,84.5282
193.465,89.594
193.548,86.6404
193.868,96.0498
194.005,115.99
194.573,93.9761
194.732,87.3969
195.235,101.911
195.456,92.3443
195.502,92.4672
195.684,110.38
195.7,84.4059
196.25,90.7362
196.744,125.576
197.021,87.8298
197.276,115.815
197.43,122.118
198.196,101.272
198.368,106.249
198.456,21.3995
199.176,90.2365
199.245,85.0764
199.253,119.297
199.314,19.243
199.37,93.4128
199.56,22.8392
199.837,35.7609
200.097,87.9472
200.112,117.148
200.272,26.272
200.516,103.582
200.954,88.268
201.03,44.9632
201.08,21.206
202,42.0164
202.035,116.997
202.101,22.0114
202.186,108.858
202.407,121.877
202.52,100.305
202.952,91.7842
203.22,47.846
203.289,110.344
203.293,55.0547
203.337,102.657
203.351,23.7699
203.393,115.268
203.421,99.9182
203.815,13.3022
203.954,18.4912
204.479,23.4407
204.537,118.556
204.607,97.7693
204.917,20.0731
205.085,30.5517
205.552,90.4472
206.009,95.7002
206.334,104.749
206.336,39.6422
206.686,119.162
207.3,99.2121
207.618,109.781
207.681,110.08
207.726,28.8351
207.835,113.166
208.407,8.82173
209.396,100.198
210.043,34.4601
210.096,98.0479
210.187,102.096
210.189,103.868
210.306,85.9008
210.627,121.479
210.636,33.3577
210.686,45.0137
210.802,84.4644
210.925,43.1095
211.018,26.706
211.115,113.261
211.307,13.6866
211.673,103.584
211.905,105.285
211.965,9.31325
212.074,102.689
212.091,25.3365
212.123,104.2
212.181,36.4053
212.465,111.35
213.353,90.6464
213.447,109.815
213.756,91.3773
213.775,36.6927
213.833,16.1955
213.882,111.314
214.549,118.533
214.657,41.3819
214.801,106.504
215.039,47.9504
215.285,23.5797
215.356,14.5419
215.506,98.3707
215.626,107.969
215.806,49.5552
215.926,99.8303
216.257,97.0201
216.515,93.316
216.684,1.30191
216.72,57.5275
216.923,14.2235
217.332,119.997
217.379,39.9166
217.585,121.649
217.687,37.9912
218.17,20.3617
218.292,93.9764
218.398,97.7414
218.557,90.5026
218.634,15.1104
218.915,111.65
219.224,48.8196
219.432,113.974
219.965,103.212
220.243,24.4047
220.373,100.89
220.385,39.0178
221.216,105.674
221.621,44.8795
221.731,31.0371
221.843,59.5674
221.923,89.6966
222.134,34.3909
222.182,105.488
222.454,8.67145
222.499,55.1584
222.672,11.9327
222.835,84.1162
223.194,96.3613
223.356,113.814
223.409,106.949
223.608,95.3724
223.695,4.06013
224,102.821
224.12,114.962
224.385,97.9561
224.764,2.53334
225.791,95.2677
227.862,88.9653
229.132,94.4606
229.502,10.2609
229.659,98.8754
229.684,30.1146
230.867,45.7224
230.874,40.3292
231.073,94.6165
231.197,116.425
231.281,28.8844
233.829,18.6673
234.545,27.4431
234.653,110.338
234.842,43.0641
234.891,31.5403
234.969,42.2141
235.159,16.6202
235.985,117.415
236.158,49.5483
236.483,18.5939
236.918,12.4616
236.955,24.4088
237.673,42.616
237.747,9.12436
238.33,24.7549
239.064,7.61924
239.215,36.9293
239.384,60.5946
239.445,4.87732
239.618,42.759
239.682,17.2854
240.348,57.0196
240.702,56.3685
240.817,30.3824
241.856,7.40436
242.357,62.4058
242.448,40.31
243.125,26.6097
244.071,14.9382
244.256,27.1521
246.691,36.1711
246.704,15.8595
246.86,9.60187
247.318,6.91436
247.379,14.0207
247.898,7.37009
248.598,44.1466
250.106,33.303
250.124,22.8541
251.032,43.1508
251.106,53.8366
251.948,41.2378
254.617,35.0524
254.997,14.6123
255.043,60.4777
256.26,16.3745
256.537,52.6751
256.933,22.8585
257.931,20.8458
258.051,1.87009
260.05,25.4425
260.36,38.0079
276.117,83.8389
