x,y
101.974,145.654
103.528,108.135
104.556,131.192
106.512,116.426
25.0743,146.545
32.52,144.632
34.751,144.785
34.7752,144.875
35.9909,136.769
39.1105,146.958
40.0963,132.102
40.6957,151.137
41.2768,125.344
41.392,152.026
42.2117,141.877
42.3257,133.434
45.3672,146.446
46.6778,134.084
49.329,148.363
52.5651,143.152
53.6207,146.383
53.7319,129.995
54.2322,147.6
54.3168,151.919
54.6137,130.887
54.7052,138.938
54.9128,122.569
57.7376,113.473
58.2895,147.628
58.5383,126.893
59.1357,122.463
59.976,140.817
60.5791,123.769
61.0837,130.349
62.5794,125.734
62.7932,130.123
62.8135,138.718
63.4783,124.097
63.9013,123.874
64.0645,131.617
65.3012,142.405
65.4081,117.178
65.5718,125.343
66.5828,149.31
66.6017,146.66
66.8748,150.821
66.9656,129.29
67.462,117.347
67.8827,129.861
68.0653,120.986
68.6871,135.473
69.0994,116.283
69.9523,143.677
71.5535,139.418
73.0006,147.928
73.3099,132.088
74.3948,122.959
75.029,154.072
75.271,124.401
75.4076,115.597
